"Block","Trial","Arrow","Condition","Correct","RT","subj_num","Time","Task"
3,6,2,0,1,0.42755,7,1,"Flanker"
3,7,1,1,1,0.35251,7,1,"Flanker"
3,8,2,0,1,0.44375,7,1,"Flanker"
3,9,2,1,1,0.42476,7,1,"Flanker"
3,10,1,1,1,0.41297,7,1,"Flanker"
3,11,1,1,1,0.38643,7,1,"Flanker"
3,12,1,2,1,0.44498,7,1,"Flanker"
3,13,2,2,1,0.45075,7,1,"Flanker"
3,14,1,1,1,0.86359,7,1,"Flanker"
3,15,1,2,1,0.56624,7,1,"Flanker"
3,16,1,2,1,0.57395,7,1,"Flanker"
3,17,1,2,1,0.51834,7,1,"Flanker"
3,18,1,2,1,0.5354,7,1,"Flanker"
3,19,2,0,1,0.50384,7,1,"Flanker"
3,20,2,2,1,0.42133,7,1,"Flanker"
3,21,2,0,1,0.42484,7,1,"Flanker"
3,22,2,1,1,0.37145,7,1,"Flanker"
3,23,1,0,1,0.4882,7,1,"Flanker"
3,24,2,2,1,0.53452,7,1,"Flanker"
3,25,1,0,1,0.46019,7,1,"Flanker"
3,26,1,1,1,0.49015,7,1,"Flanker"
3,27,2,1,1,0.4496,7,1,"Flanker"
3,28,1,2,1,0.43981,7,1,"Flanker"
3,29,2,2,1,0.43745,7,1,"Flanker"
3,30,1,0,1,0.36765,7,1,"Flanker"
3,31,1,0,1,0.49136,7,1,"Flanker"
3,32,1,1,1,0.4184,7,1,"Flanker"
3,33,1,0,1,0.59119,7,1,"Flanker"
3,34,1,0,1,0.47069,7,1,"Flanker"
3,35,2,1,1,0.49272,7,1,"Flanker"
3,36,1,2,1,0.4445,7,1,"Flanker"
3,37,2,2,1,0.4794,7,1,"Flanker"
3,38,2,1,1,0.41304,7,1,"Flanker"
3,39,2,0,1,0.53935,7,1,"Flanker"
3,40,1,2,1,0.4827,7,1,"Flanker"
3,41,2,1,1,0.4238,7,1,"Flanker"
3,42,2,0,1,0.49352,7,1,"Flanker"
3,43,1,1,1,0.47374,7,1,"Flanker"
3,44,2,1,1,0.44804,7,1,"Flanker"
3,45,1,2,1,0.42132,7,1,"Flanker"
3,46,2,0,1,0.47437,7,1,"Flanker"
3,47,2,2,1,0.46385,7,1,"Flanker"
3,48,2,0,1,0.47837,7,1,"Flanker"
3,49,2,2,1,0.46002,7,1,"Flanker"
3,50,1,1,1,0.51353,7,1,"Flanker"
3,51,2,2,1,0.41525,7,1,"Flanker"
3,52,2,0,1,0.51649,7,1,"Flanker"
3,53,2,1,1,0.4285,7,1,"Flanker"
3,54,2,1,1,0.48868,7,1,"Flanker"
3,55,2,0,1,0.45328,7,1,"Flanker"
3,56,2,1,1,0.42734,7,1,"Flanker"
3,57,1,2,1,0.53632,7,1,"Flanker"
3,58,2,1,1,0.4633,7,1,"Flanker"
3,59,1,0,1,0.46197,7,1,"Flanker"
3,60,2,2,1,0.44295,7,1,"Flanker"
3,61,2,0,1,0.46498,7,1,"Flanker"
3,62,1,2,1,0.54417,7,1,"Flanker"
3,63,1,2,1,0.60484,7,1,"Flanker"
3,64,2,2,1,0.43935,7,1,"Flanker"
3,65,2,2,1,0.62622,7,1,"Flanker"
3,66,1,2,1,0.53261,7,1,"Flanker"
3,67,2,0,1,0.43444,7,1,"Flanker"
3,68,2,1,1,0.42343,7,1,"Flanker"
3,69,1,2,1,0.41368,7,1,"Flanker"
3,70,1,2,1,0.46462,7,1,"Flanker"
3,71,1,1,1,0.43884,7,1,"Flanker"
3,72,1,2,1,0.49909,7,1,"Flanker"
3,73,1,1,1,0.38512,7,1,"Flanker"
3,74,1,0,1,0.41286,7,1,"Flanker"
3,75,1,0,1,0.41066,7,1,"Flanker"
3,76,1,0,1,0.36679,7,1,"Flanker"
3,77,1,1,1,0.36223,7,1,"Flanker"
3,78,2,0,1,0.49272,7,1,"Flanker"
3,79,1,2,1,0.42828,7,1,"Flanker"
3,80,2,2,1,0.5832,7,1,"Flanker"
3,81,1,0,1,0.45706,7,1,"Flanker"
3,82,1,0,1,0.47019,7,1,"Flanker"
3,83,1,2,1,0.65031,7,1,"Flanker"
3,84,2,2,1,0.6384,7,1,"Flanker"
3,85,1,0,1,0.48767,7,1,"Flanker"
3,86,1,1,1,0.50916,7,1,"Flanker"
3,87,1,1,1,0.55662,7,1,"Flanker"
3,88,1,2,1,0.78863,7,1,"Flanker"
3,89,2,0,1,0.45821,7,1,"Flanker"
3,90,2,0,1,0.4469,7,1,"Flanker"
3,91,2,0,1,0.4039,7,1,"Flanker"
3,92,1,1,1,0.47296,7,1,"Flanker"
3,93,2,2,1,0.56645,7,1,"Flanker"
3,94,1,2,1,0.47707,7,1,"Flanker"
3,95,2,0,1,0.3648,7,1,"Flanker"
3,96,2,1,1,0.49547,7,1,"Flanker"
3,97,2,1,1,0.45317,7,1,"Flanker"
3,98,2,2,1,0.59764,7,1,"Flanker"
3,99,1,0,1,0.50002,7,1,"Flanker"
3,100,2,1,1,0.48288,7,1,"Flanker"
3,101,1,1,1,0.41563,7,1,"Flanker"
3,102,1,2,0,0.32487,7,1,"Flanker"
3,103,2,2,1,0.44695,7,1,"Flanker"
3,104,1,1,1,0.48328,7,1,"Flanker"
3,105,1,0,1,0.45057,7,1,"Flanker"
3,106,1,1,1,0.5114,7,1,"Flanker"
3,107,2,1,1,0.51026,7,1,"Flanker"
3,108,1,2,1,0.53194,7,1,"Flanker"
3,109,2,1,1,0.46815,7,1,"Flanker"
3,110,1,0,1,0.44843,7,1,"Flanker"
3,111,1,0,1,0.54191,7,1,"Flanker"
3,112,2,2,1,0.5011,7,1,"Flanker"
3,113,2,2,1,0.58773,7,1,"Flanker"
3,114,2,2,1,0.39962,7,1,"Flanker"
3,115,2,0,1,0.44883,7,1,"Flanker"
3,116,1,2,1,0.50995,7,1,"Flanker"
3,117,1,1,1,0.39674,7,1,"Flanker"
3,118,2,2,1,0.55324,7,1,"Flanker"
3,119,2,1,1,0.53733,7,1,"Flanker"
3,120,1,1,1,0.50302,7,1,"Flanker"
3,121,1,1,1,0.4797,7,1,"Flanker"
3,122,1,0,1,0.43662,7,1,"Flanker"
3,123,1,0,1,0.44256,7,1,"Flanker"
3,124,1,0,1,0.4625,7,1,"Flanker"
3,125,2,0,1,0.53134,7,1,"Flanker"
3,126,2,1,1,0.40271,7,1,"Flanker"
3,127,2,0,1,0.43129,7,1,"Flanker"
3,128,1,0,1,0.50075,7,1,"Flanker"
3,129,1,0,1,0.53861,7,1,"Flanker"
3,130,2,2,1,0.4989,7,1,"Flanker"
3,131,1,0,1,0.47165,7,1,"Flanker"
3,132,2,1,1,0.45296,7,1,"Flanker"
3,133,2,0,1,0.51695,7,1,"Flanker"
3,134,2,0,1,0.45702,7,1,"Flanker"
3,135,2,0,1,0.39899,7,1,"Flanker"
3,136,2,1,1,0.37977,7,1,"Flanker"
3,137,2,1,1,0.37401,7,1,"Flanker"
3,138,1,1,1,0.7228,7,1,"Flanker"
3,139,1,2,0,0.48094,7,1,"Flanker"
3,140,2,1,1,0.47512,7,1,"Flanker"
3,141,2,1,1,0.36996,7,1,"Flanker"
3,142,2,0,1,0.44529,7,1,"Flanker"
3,143,1,1,1,0.51513,7,1,"Flanker"
3,144,1,0,1,0.49693,7,1,"Flanker"
4,1,1,0,1,0.47119,7,1,"Flanker"
4,2,1,0,1,0.36553,7,1,"Flanker"
4,3,1,0,1,0.37599,7,1,"Flanker"
4,4,1,0,1,0.32377,7,1,"Flanker"
4,5,2,1,1,0.4299,7,1,"Flanker"
4,6,1,1,1,0.42826,7,1,"Flanker"
4,7,1,0,1,0.39994,7,1,"Flanker"
4,8,2,0,1,0.4454,7,1,"Flanker"
4,9,1,1,1,0.41044,7,1,"Flanker"
4,10,2,1,1,0.43208,7,1,"Flanker"
4,11,2,0,1,0.39447,7,1,"Flanker"
4,12,2,0,1,0.43104,7,1,"Flanker"
4,13,2,2,1,0.52416,7,1,"Flanker"
4,14,2,1,1,0.40381,7,1,"Flanker"
4,15,1,2,1,0.48137,7,1,"Flanker"
4,16,2,1,1,0.38194,7,1,"Flanker"
4,17,2,0,1,0.47418,7,1,"Flanker"
4,18,2,1,1,0.3811,7,1,"Flanker"
4,19,1,2,1,0.45049,7,1,"Flanker"
4,20,1,1,1,0.45425,7,1,"Flanker"
4,21,2,1,1,0.50761,7,1,"Flanker"
4,22,1,0,1,0.45961,7,1,"Flanker"
4,23,1,1,1,0.44152,7,1,"Flanker"
4,24,1,0,1,0.42928,7,1,"Flanker"
4,25,2,2,1,0.61777,7,1,"Flanker"
4,26,2,2,1,0.48478,7,1,"Flanker"
4,27,1,2,1,0.53895,7,1,"Flanker"
4,28,1,0,1,0.48838,7,1,"Flanker"
4,29,1,2,1,0.72848,7,1,"Flanker"
4,30,1,1,1,0.49852,7,1,"Flanker"
4,31,2,0,1,0.49042,7,1,"Flanker"
4,32,2,2,1,0.48007,7,1,"Flanker"
4,33,2,1,1,0.39849,7,1,"Flanker"
4,34,2,1,1,0.45067,7,1,"Flanker"
4,35,1,1,1,0.71182,7,1,"Flanker"
4,36,1,0,1,0.41981,7,1,"Flanker"
4,37,1,1,1,0.3914,7,1,"Flanker"
4,38,1,1,1,0.40396,7,1,"Flanker"
4,39,1,1,1,0.38289,7,1,"Flanker"
4,40,2,1,1,0.52263,7,1,"Flanker"
4,41,2,2,1,0.52958,7,1,"Flanker"
4,42,1,1,0,0.41083,7,1,"Flanker"
4,43,1,2,1,0.84442,7,1,"Flanker"
4,44,2,1,1,0.44378,7,1,"Flanker"
4,45,2,0,1,0.44171,7,1,"Flanker"
4,46,1,2,1,0.43852,7,1,"Flanker"
4,47,2,2,1,0.39408,7,1,"Flanker"
4,48,2,0,1,0.49558,7,1,"Flanker"
4,49,1,2,1,0.50148,7,1,"Flanker"
4,50,1,2,1,0.57258,7,1,"Flanker"
4,51,1,2,1,0.54795,7,1,"Flanker"
4,52,2,1,1,0.46804,7,1,"Flanker"
4,53,2,0,1,0.58762,7,1,"Flanker"
4,54,2,2,1,0.56889,7,1,"Flanker"
4,55,1,2,1,0.41018,7,1,"Flanker"
4,56,2,0,1,0.43919,7,1,"Flanker"
4,57,1,2,1,0.46705,7,1,"Flanker"
4,58,2,2,1,0.48872,7,1,"Flanker"
4,59,2,2,1,0.43166,7,1,"Flanker"
4,60,1,0,1,0.46035,7,1,"Flanker"
4,61,1,0,1,0.53731,7,1,"Flanker"
4,62,2,2,1,0.48088,7,1,"Flanker"
4,63,2,0,1,0.44791,7,1,"Flanker"
4,64,2,2,1,0.4672,7,1,"Flanker"
4,65,1,0,1,0.69017,7,1,"Flanker"
4,66,1,1,1,0.45195,7,1,"Flanker"
4,67,2,2,1,0.44977,7,1,"Flanker"
4,68,2,0,1,0.47185,7,1,"Flanker"
4,69,1,1,1,0.42934,7,1,"Flanker"
4,70,2,1,1,0.57811,7,1,"Flanker"
4,71,1,1,1,0.49648,7,1,"Flanker"
4,72,1,2,1,0.79239,7,1,"Flanker"
4,73,2,1,1,0.4383,7,1,"Flanker"
4,74,1,1,1,0.49069,7,1,"Flanker"
4,75,1,0,1,0.44818,7,1,"Flanker"
4,76,2,0,1,0.44672,7,1,"Flanker"
4,77,2,2,1,0.43515,7,1,"Flanker"
4,78,1,2,1,0.45625,7,1,"Flanker"
4,79,2,2,1,0.5038,7,1,"Flanker"
4,80,2,0,1,0.47607,7,1,"Flanker"
4,81,1,1,1,0.44954,7,1,"Flanker"
4,82,1,1,1,0.42299,7,1,"Flanker"
4,83,1,2,0,0.40393,7,1,"Flanker"
4,84,2,1,1,0.41524,7,1,"Flanker"
4,85,1,2,1,0.42859,7,1,"Flanker"
4,86,2,1,1,0.42464,7,1,"Flanker"
4,87,1,2,1,0.63062,7,1,"Flanker"
4,88,1,1,1,0.50236,7,1,"Flanker"
4,89,1,0,1,0.38123,7,1,"Flanker"
4,90,2,1,1,0.53758,7,1,"Flanker"
4,91,1,1,1,0.46406,7,1,"Flanker"
4,92,2,0,1,0.39684,7,1,"Flanker"
4,93,2,2,1,0.60984,7,1,"Flanker"
4,94,2,1,1,0.38966,7,1,"Flanker"
4,95,1,0,1,0.4861,7,1,"Flanker"
4,96,1,1,1,0.44768,7,1,"Flanker"
4,97,1,2,1,0.70495,7,1,"Flanker"
4,98,1,0,1,0.48404,7,1,"Flanker"
4,99,1,0,1,0.5,7,1,"Flanker"
4,100,1,0,1,0.41006,7,1,"Flanker"
4,101,1,2,1,0.56634,7,1,"Flanker"
4,102,1,1,1,0.389,7,1,"Flanker"
4,103,1,2,1,0.45024,7,1,"Flanker"
4,104,2,2,1,0.51107,7,1,"Flanker"
4,105,1,0,0,0.47735,7,1,"Flanker"
4,106,1,2,1,0.6584,7,1,"Flanker"
4,107,1,0,1,0.46841,7,1,"Flanker"
4,108,2,1,1,0.4911,7,1,"Flanker"
4,109,2,0,1,0.51404,7,1,"Flanker"
4,110,2,2,1,0.51172,7,1,"Flanker"
4,111,2,2,1,0.41395,7,1,"Flanker"
4,112,2,2,1,0.40303,7,1,"Flanker"
4,113,1,2,1,0.46378,7,1,"Flanker"
4,114,2,0,1,0.44602,7,1,"Flanker"
4,115,1,2,1,0.53856,7,1,"Flanker"
4,116,2,1,1,0.37678,7,1,"Flanker"
4,117,2,1,1,0.46841,7,1,"Flanker"
4,118,2,0,1,0.48266,7,1,"Flanker"
4,119,2,2,1,0.4157,7,1,"Flanker"
4,120,2,0,1,0.38075,7,1,"Flanker"
4,121,1,1,1,0.48121,7,1,"Flanker"
4,122,2,0,1,0.46221,7,1,"Flanker"
4,123,2,1,1,0.48446,7,1,"Flanker"
4,124,2,0,1,0.43423,7,1,"Flanker"
4,125,2,2,1,0.4563,7,1,"Flanker"
4,126,1,2,1,0.57199,7,1,"Flanker"
4,127,2,0,1,0.43685,7,1,"Flanker"
4,128,2,0,1,0.45722,7,1,"Flanker"
4,129,1,1,1,0.48644,7,1,"Flanker"
4,130,1,0,1,0.50875,7,1,"Flanker"
4,131,1,0,1,0.4613,7,1,"Flanker"
4,132,1,1,1,0.38662,7,1,"Flanker"
4,133,2,2,1,0.46163,7,1,"Flanker"
4,134,1,1,1,0.45185,7,1,"Flanker"
4,135,2,1,1,0.34341,7,1,"Flanker"
4,136,1,2,1,0.4278,7,1,"Flanker"
4,137,2,1,1,0.39224,7,1,"Flanker"
4,138,2,2,1,0.60376,7,1,"Flanker"
4,139,1,0,1,0.50092,7,1,"Flanker"
4,140,2,0,1,0.50841,7,1,"Flanker"
4,141,2,1,1,0.41049,7,1,"Flanker"
4,142,2,0,1,0.5096,7,1,"Flanker"
4,143,1,0,1,0.46834,7,1,"Flanker"
4,144,2,2,1,0.44244,7,1,"Flanker"
5,1,2,1,1,0.44706,7,1,"Flanker"
5,2,1,0,1,0.45986,7,1,"Flanker"
5,3,1,0,1,0.4499,7,1,"Flanker"
5,4,1,2,1,0.52769,7,1,"Flanker"
5,5,1,2,1,0.3586,7,1,"Flanker"
5,6,2,0,1,0.4494,7,1,"Flanker"
5,7,1,2,1,0.43083,7,1,"Flanker"
5,8,2,0,1,0.42807,7,1,"Flanker"
5,9,1,1,1,0.40018,7,1,"Flanker"
5,10,1,1,1,0.45271,7,1,"Flanker"
5,11,2,1,1,0.3548,7,1,"Flanker"
5,12,2,0,1,0.45191,7,1,"Flanker"
5,13,2,1,1,0.39371,7,1,"Flanker"
5,14,2,0,1,0.37477,7,1,"Flanker"
5,15,1,0,1,0.37666,7,1,"Flanker"
5,16,2,1,1,0.4115,7,1,"Flanker"
5,17,2,2,1,0.40056,7,1,"Flanker"
5,18,1,2,1,0.36455,7,1,"Flanker"
5,19,1,2,1,0.43337,7,1,"Flanker"
5,20,2,0,1,0.4384,7,1,"Flanker"
5,21,2,2,0,0.41096,7,1,"Flanker"
5,22,1,1,1,0.43016,7,1,"Flanker"
5,23,1,1,1,0.41906,7,1,"Flanker"
5,24,1,2,1,0.47933,7,1,"Flanker"
5,25,1,0,1,0.40555,7,1,"Flanker"
5,26,2,0,1,0.53709,7,1,"Flanker"
5,27,1,1,1,0.5454,7,1,"Flanker"
5,28,2,2,1,0.38472,7,1,"Flanker"
5,29,1,0,1,0.39534,7,1,"Flanker"
5,30,2,0,1,0.40037,7,1,"Flanker"
5,31,2,2,1,0.59505,7,1,"Flanker"
5,32,1,2,1,0.46866,7,1,"Flanker"
5,33,1,2,1,0.63376,7,1,"Flanker"
5,34,1,1,1,0.49969,7,1,"Flanker"
5,35,2,2,1,0.49169,7,1,"Flanker"
5,36,2,0,1,0.58578,7,1,"Flanker"
5,37,2,0,1,0.39293,7,1,"Flanker"
5,38,1,2,1,0.44547,7,1,"Flanker"
5,39,2,1,1,0.52506,7,1,"Flanker"
5,40,1,1,1,0.44045,7,1,"Flanker"
5,41,1,0,1,0.44735,7,1,"Flanker"
5,42,2,2,1,0.45869,7,1,"Flanker"
5,43,1,1,1,0.53008,7,1,"Flanker"
5,44,2,1,1,0.40071,7,1,"Flanker"
5,45,2,1,1,0.48513,7,1,"Flanker"
5,46,2,1,1,0.53867,7,1,"Flanker"
5,47,1,0,1,0.49813,7,1,"Flanker"
5,48,2,0,1,0.56828,7,1,"Flanker"
5,49,2,1,1,0.4563,7,1,"Flanker"
5,50,2,1,1,0.35928,7,1,"Flanker"
5,51,1,0,1,0.4726,7,1,"Flanker"
5,52,2,1,1,0.6005,7,1,"Flanker"
5,53,1,2,1,0.45846,7,1,"Flanker"
5,54,1,1,1,0.54114,7,1,"Flanker"
5,55,1,2,1,0.46011,7,1,"Flanker"
5,56,2,2,1,0.52188,7,1,"Flanker"
5,57,1,1,1,0.68261,7,1,"Flanker"
5,58,1,2,0,0.39629,7,1,"Flanker"
5,59,2,0,1,0.44801,7,1,"Flanker"
5,60,2,1,1,0.42885,7,1,"Flanker"
5,61,2,0,1,0.48166,7,1,"Flanker"
5,62,2,2,1,0.56278,7,1,"Flanker"
5,63,1,0,1,0.43411,7,1,"Flanker"
5,64,1,1,1,0.42046,7,1,"Flanker"
5,65,1,2,1,0.54557,7,1,"Flanker"
5,66,1,2,1,0.46597,7,1,"Flanker"
5,67,1,2,1,0.44755,7,1,"Flanker"
5,68,2,1,1,0.5165,7,1,"Flanker"
5,69,1,2,1,0.55461,7,1,"Flanker"
5,70,2,2,1,0.50733,7,1,"Flanker"
5,71,1,1,1,0.40891,7,1,"Flanker"
5,72,2,0,1,0.41337,7,1,"Flanker"
5,73,2,0,1,0.52444,7,1,"Flanker"
5,74,1,1,1,0.39471,7,1,"Flanker"
5,75,1,2,1,0.57158,7,1,"Flanker"
5,76,2,1,1,1.328,7,1,"Flanker"
5,77,1,1,1,0.45589,7,1,"Flanker"
5,78,1,1,1,0.43698,7,1,"Flanker"
5,79,2,2,1,0.41711,7,1,"Flanker"
5,80,1,2,1,0.45488,7,1,"Flanker"
5,81,1,1,1,0.45228,7,1,"Flanker"
5,82,2,0,1,0.46322,7,1,"Flanker"
5,83,1,1,1,0.42139,7,1,"Flanker"
5,84,2,2,1,0.3774,7,1,"Flanker"
5,85,1,0,1,0.36632,7,1,"Flanker"
5,86,1,0,1,0.44849,7,1,"Flanker"
5,87,1,0,1,0.52663,7,1,"Flanker"
5,88,2,0,1,0.4862,7,1,"Flanker"
5,89,1,2,1,0.44529,7,1,"Flanker"
5,90,2,1,1,0.36824,7,1,"Flanker"
5,91,2,0,1,0.50782,7,1,"Flanker"
5,92,1,1,1,0.42574,7,1,"Flanker"
5,93,1,2,1,0.43792,7,1,"Flanker"
5,94,1,2,1,0.3728,7,1,"Flanker"
5,95,2,2,1,0.5671,7,1,"Flanker"
5,96,2,2,0,0.31813,7,1,"Flanker"
5,97,2,1,1,0.46692,7,1,"Flanker"
5,98,2,0,1,0.465,7,1,"Flanker"
5,99,2,2,1,0.54151,7,1,"Flanker"
5,100,2,1,1,0.40536,7,1,"Flanker"
5,101,1,0,1,0.48118,7,1,"Flanker"
5,102,2,0,1,0.45472,7,1,"Flanker"
5,103,2,1,1,0.40281,7,1,"Flanker"
5,104,2,1,1,0.56023,7,1,"Flanker"
5,105,2,1,1,0.35228,7,1,"Flanker"
5,106,2,0,1,0.37941,7,1,"Flanker"
5,107,2,0,1,0.41499,7,1,"Flanker"
5,108,2,2,1,0.3299,7,1,"Flanker"
5,109,2,1,1,0.37957,7,1,"Flanker"
5,110,2,2,1,0.39915,7,1,"Flanker"
5,111,1,1,1,0.54841,7,1,"Flanker"
5,112,2,2,1,0.52405,7,1,"Flanker"
5,113,1,0,1,0.5384,7,1,"Flanker"
5,114,1,1,1,0.38558,7,1,"Flanker"
5,115,1,1,1,0.34973,7,1,"Flanker"
5,116,2,1,1,0.4813,7,1,"Flanker"
5,117,2,1,1,0.42233,7,1,"Flanker"
5,118,1,0,1,0.53171,7,1,"Flanker"
5,119,1,0,1,0.42605,7,1,"Flanker"
5,120,1,0,1,0.39174,7,1,"Flanker"
5,121,2,2,1,0.48338,7,1,"Flanker"
5,122,1,1,1,0.45732,7,1,"Flanker"
5,123,1,0,1,0.41531,7,1,"Flanker"
5,124,1,1,1,0.45956,7,1,"Flanker"
5,125,1,0,1,0.34537,7,1,"Flanker"
5,126,2,0,1,0.55511,7,1,"Flanker"
5,127,2,2,1,0.44395,7,1,"Flanker"
5,128,2,2,1,0.35975,7,1,"Flanker"
5,129,1,0,1,0.46705,7,1,"Flanker"
5,130,2,2,1,0.44773,7,1,"Flanker"
5,131,2,1,1,0.39757,7,1,"Flanker"
5,132,1,1,1,0.51478,7,1,"Flanker"
5,133,1,0,1,0.46626,7,1,"Flanker"
5,134,1,0,1,0.37493,7,1,"Flanker"
5,135,2,0,1,0.43424,7,1,"Flanker"
5,136,1,0,1,0.46974,7,1,"Flanker"
5,137,2,2,1,0.37275,7,1,"Flanker"
5,138,2,2,1,0.46403,7,1,"Flanker"
5,139,1,0,1,0.43023,7,1,"Flanker"
5,140,1,2,0,0.44189,7,1,"Flanker"
5,141,2,2,1,0.43869,7,1,"Flanker"
5,142,1,2,1,0.53337,7,1,"Flanker"
5,143,1,2,1,0.70696,7,1,"Flanker"
5,144,2,0,1,0.4619,7,1,"Flanker"
1,1,1,2,1,0.9229,7,2,"Flanker"
1,2,2,1,1,0.40963,7,2,"Flanker"
1,3,2,1,1,0.45401,7,2,"Flanker"
1,4,2,0,1,0.35559,7,2,"Flanker"
1,5,2,2,1,0.57432,7,2,"Flanker"
1,6,2,2,1,0.33555,7,2,"Flanker"
1,7,2,1,1,0.38728,7,2,"Flanker"
1,8,1,0,1,0.46388,7,2,"Flanker"
1,9,1,1,1,0.381,7,2,"Flanker"
1,10,2,2,1,0.44657,7,2,"Flanker"
1,11,2,2,1,0.55575,7,2,"Flanker"
1,12,1,2,1,0.49155,7,2,"Flanker"
1,13,2,1,1,0.46507,7,2,"Flanker"
1,14,2,0,1,0.3444,7,2,"Flanker"
1,15,2,0,1,0.42616,7,2,"Flanker"
1,16,2,1,1,0.30321,7,2,"Flanker"
1,17,1,0,1,0.47288,7,2,"Flanker"
1,18,1,0,1,0.37494,7,2,"Flanker"
1,19,1,2,1,0.45784,7,2,"Flanker"
1,20,1,1,1,0.36674,7,2,"Flanker"
1,21,1,1,1,0.34676,7,2,"Flanker"
1,22,2,0,1,0.39662,7,2,"Flanker"
1,23,2,1,1,0.33784,7,2,"Flanker"
1,24,1,0,1,0.50091,7,2,"Flanker"
1,25,1,2,1,0.44163,7,2,"Flanker"
1,26,2,2,1,0.4954,7,2,"Flanker"
1,27,1,2,1,0.55751,7,2,"Flanker"
1,28,2,0,1,0.38198,7,2,"Flanker"
1,29,2,2,1,0.43538,7,2,"Flanker"
1,30,2,1,1,0.43235,7,2,"Flanker"
1,31,1,2,1,0.46049,7,2,"Flanker"
1,32,2,0,1,0.40892,7,2,"Flanker"
1,33,1,2,0,0.42792,7,2,"Flanker"
1,34,2,1,1,0.36764,7,2,"Flanker"
1,35,2,0,1,0.37142,7,2,"Flanker"
1,36,2,0,1,0.38616,7,2,"Flanker"
1,37,2,0,1,0.41912,7,2,"Flanker"
1,38,1,2,0,0.42351,7,2,"Flanker"
1,39,1,1,1,0.5875,7,2,"Flanker"
1,40,2,0,1,0.39557,7,2,"Flanker"
1,41,2,2,1,0.52739,7,2,"Flanker"
1,42,1,0,1,0.47976,7,2,"Flanker"
1,43,1,1,1,0.4387,7,2,"Flanker"
1,44,1,2,1,0.57829,7,2,"Flanker"
1,45,2,0,1,0.4975,7,2,"Flanker"
1,46,1,0,1,0.44891,7,2,"Flanker"
1,47,2,0,1,0.47751,7,2,"Flanker"
1,48,2,2,1,0.66791,7,2,"Flanker"
1,49,1,1,1,0.45439,7,2,"Flanker"
1,50,1,1,1,0.43658,7,2,"Flanker"
1,51,2,2,1,0.53551,7,2,"Flanker"
1,52,1,1,1,0.46408,7,2,"Flanker"
1,53,1,0,1,0.41513,7,2,"Flanker"
1,54,1,1,1,0.4818,7,2,"Flanker"
1,55,2,2,1,0.56005,7,2,"Flanker"
1,56,2,1,1,0.39972,7,2,"Flanker"
1,57,2,1,1,0.41161,7,2,"Flanker"
1,58,2,1,1,0.42467,7,2,"Flanker"
1,59,1,2,1,0.48479,7,2,"Flanker"
1,60,2,0,1,0.46514,7,2,"Flanker"
1,61,2,0,1,0.43169,7,2,"Flanker"
1,62,1,0,1,0.46145,7,2,"Flanker"
1,63,2,2,1,0.48301,7,2,"Flanker"
1,64,2,1,1,0.3676,7,2,"Flanker"
1,65,1,1,1,0.46811,7,2,"Flanker"
1,66,2,1,1,0.4173,7,2,"Flanker"
1,67,1,2,1,0.37261,7,2,"Flanker"
1,68,2,2,1,0.63217,7,2,"Flanker"
1,69,1,1,1,0.35407,7,2,"Flanker"
1,70,1,2,0,0.38147,7,2,"Flanker"
1,71,1,0,1,0.46538,7,2,"Flanker"
1,72,2,2,1,0.45506,7,2,"Flanker"
1,73,2,2,1,0.49129,7,2,"Flanker"
1,74,1,0,1,0.40235,7,2,"Flanker"
1,75,2,1,1,0.46983,7,2,"Flanker"
1,76,2,1,1,0.42827,7,2,"Flanker"
1,77,2,1,1,0.49705,7,2,"Flanker"
1,78,1,2,1,0.64791,7,2,"Flanker"
1,79,2,1,1,0.44947,7,2,"Flanker"
1,80,1,2,1,0.45523,7,2,"Flanker"
1,81,1,2,1,0.37185,7,2,"Flanker"
1,82,1,0,1,0.35804,7,2,"Flanker"
1,83,1,1,1,0.44322,7,2,"Flanker"
1,84,1,0,1,0.3918,7,2,"Flanker"
1,85,1,1,1,0.53016,7,2,"Flanker"
1,86,1,0,1,0.35501,7,2,"Flanker"
1,87,1,0,1,0.3723,7,2,"Flanker"
1,88,2,2,1,0.62499,7,2,"Flanker"
1,89,2,2,1,0.51246,7,2,"Flanker"
1,90,1,2,1,0.4405,7,2,"Flanker"
1,91,2,2,1,0.3976,7,2,"Flanker"
1,92,1,2,1,0.42571,7,2,"Flanker"
1,93,1,1,1,0.43781,7,2,"Flanker"
1,94,1,2,1,0.60983,7,2,"Flanker"
1,95,1,0,1,0.38896,7,2,"Flanker"
1,96,2,0,1,0.46383,7,2,"Flanker"
1,97,1,0,1,0.43757,7,2,"Flanker"
1,98,2,2,1,0.46647,7,2,"Flanker"
1,99,2,2,1,0.48618,7,2,"Flanker"
1,100,2,1,1,0.44386,7,2,"Flanker"
1,101,2,2,1,0.39421,7,2,"Flanker"
1,102,2,0,1,0.36577,7,2,"Flanker"
1,103,1,0,1,0.49192,7,2,"Flanker"
1,104,1,1,1,0.48024,7,2,"Flanker"
1,105,2,1,1,0.41301,7,2,"Flanker"
1,106,1,1,1,0.41009,7,2,"Flanker"
1,107,2,0,1,0.41406,7,2,"Flanker"
1,108,1,0,1,0.38695,7,2,"Flanker"
1,109,2,1,1,0.39789,7,2,"Flanker"
1,110,1,0,1,0.3867,7,2,"Flanker"
