"Block","Trial","Arrow","Condition","Correct","RT","subj_num","Time","Task"
4,97,1,1,1,0.47169,30,1,"Flanker"
4,98,1,1,1,0.46356,30,1,"Flanker"
4,99,1,0,1,0.50647,30,1,"Flanker"
4,100,2,1,1,0.44964,30,1,"Flanker"
4,101,1,0,1,0.5035,30,1,"Flanker"
4,102,1,1,1,0.45344,30,1,"Flanker"
4,103,2,0,1,0.46049,30,1,"Flanker"
4,104,1,1,1,0.50716,30,1,"Flanker"
4,105,1,2,1,0.49506,30,1,"Flanker"
4,106,2,0,1,0.44481,30,1,"Flanker"
4,107,1,2,1,0.51412,30,1,"Flanker"
4,108,2,0,1,0.47564,30,1,"Flanker"
4,109,1,0,1,0.45497,30,1,"Flanker"
4,110,1,0,1,0.65283,30,1,"Flanker"
4,111,2,1,1,0.43351,30,1,"Flanker"
4,112,2,1,1,0.39805,30,1,"Flanker"
4,113,1,1,1,0.53544,30,1,"Flanker"
4,114,1,0,1,0.41468,30,1,"Flanker"
4,115,2,0,0,0.51496,30,1,"Flanker"
4,116,2,1,1,0.47348,30,1,"Flanker"
4,117,1,0,1,0.45701,30,1,"Flanker"
4,118,2,1,1,0.46077,30,1,"Flanker"
4,119,2,1,1,0.42,30,1,"Flanker"
4,120,2,1,1,0.36542,30,1,"Flanker"
4,121,1,1,1,0.48911,30,1,"Flanker"
4,122,2,2,1,0.46317,30,1,"Flanker"
4,123,2,1,1,0.42027,30,1,"Flanker"
4,124,2,0,1,0.40902,30,1,"Flanker"
4,125,1,1,1,0.46862,30,1,"Flanker"
4,126,1,0,1,0.403,30,1,"Flanker"
4,127,2,2,1,0.455,30,1,"Flanker"
4,128,2,1,1,0.38171,30,1,"Flanker"
4,129,1,1,1,0.49689,30,1,"Flanker"
4,130,1,2,1,0.51289,30,1,"Flanker"
4,131,2,2,1,0.46961,30,1,"Flanker"
4,132,1,0,1,0.45034,30,1,"Flanker"
4,133,1,2,1,0.46484,30,1,"Flanker"
4,134,1,2,1,0.41481,30,1,"Flanker"
4,135,1,0,1,0.41997,30,1,"Flanker"
4,136,1,2,1,0.42173,30,1,"Flanker"
4,137,2,1,1,0.46743,30,1,"Flanker"
4,138,2,2,0,0.47539,30,1,"Flanker"
4,139,1,2,1,0.47738,30,1,"Flanker"
4,140,2,0,1,0.46838,30,1,"Flanker"
4,141,1,0,1,0.55697,30,1,"Flanker"
4,142,1,0,1,0.4254,30,1,"Flanker"
4,143,2,0,1,0.47888,30,1,"Flanker"
4,144,2,0,1,0.40384,30,1,"Flanker"
5,1,2,0,1,0.79731,30,1,"Flanker"
5,2,2,0,1,0.33978,30,1,"Flanker"
5,3,2,1,1,0.3251,30,1,"Flanker"
5,4,2,0,1,0.29362,30,1,"Flanker"
5,5,1,0,0,0.26355,30,1,"Flanker"
5,6,1,1,1,0.55211,30,1,"Flanker"
5,7,2,2,1,0.40766,30,1,"Flanker"
5,8,2,1,1,0.4074,30,1,"Flanker"
5,9,1,0,1,0.42539,30,1,"Flanker"
5,10,2,1,1,0.42243,30,1,"Flanker"
5,11,1,2,1,0.46006,30,1,"Flanker"
5,12,2,0,1,0.45394,30,1,"Flanker"
5,13,1,1,1,0.45967,30,1,"Flanker"
5,14,1,0,1,0.45779,30,1,"Flanker"
5,15,1,1,1,0.36029,30,1,"Flanker"
5,16,2,1,1,0.44155,30,1,"Flanker"
5,17,2,2,1,0.3898,30,1,"Flanker"
5,18,1,0,1,0.45949,30,1,"Flanker"
5,19,1,0,1,0.40869,30,1,"Flanker"
5,20,1,2,1,0.45284,30,1,"Flanker"
5,21,2,0,1,0.42442,30,1,"Flanker"
5,22,2,2,1,0.42247,30,1,"Flanker"
5,23,2,2,1,0.41962,30,1,"Flanker"
5,24,2,2,1,0.39265,30,1,"Flanker"
5,25,2,2,1,0.4022,30,1,"Flanker"
5,26,1,0,1,0.41568,30,1,"Flanker"
5,27,1,0,1,0.41886,30,1,"Flanker"
5,28,2,0,1,0.4728,30,1,"Flanker"
5,29,2,1,1,0.43715,30,1,"Flanker"
5,30,2,1,1,0.40129,30,1,"Flanker"
5,31,1,1,1,0.51069,30,1,"Flanker"
5,32,2,0,1,0.44736,30,1,"Flanker"
5,33,2,0,1,0.41134,30,1,"Flanker"
5,34,1,1,1,0.5106,30,1,"Flanker"
5,35,1,2,1,0.50211,30,1,"Flanker"
5,36,2,2,1,0.44503,30,1,"Flanker"
5,37,2,2,1,0.47268,30,1,"Flanker"
5,38,2,1,1,0.5199,30,1,"Flanker"
5,39,1,1,1,0.4767,30,1,"Flanker"
5,40,1,1,1,0.48428,30,1,"Flanker"
5,41,2,0,1,0.48143,30,1,"Flanker"
5,42,2,0,1,0.46989,30,1,"Flanker"
5,43,2,0,1,0.35709,30,1,"Flanker"
5,44,1,2,1,0.48719,30,1,"Flanker"
5,45,2,0,1,0.51214,30,1,"Flanker"
5,46,1,2,1,0.45921,30,1,"Flanker"
5,47,1,2,1,0.50692,30,1,"Flanker"
5,48,2,0,1,0.50368,30,1,"Flanker"
5,49,2,1,1,0.39796,30,1,"Flanker"
5,50,1,1,1,0.43538,30,1,"Flanker"
5,51,2,0,1,0.47269,30,1,"Flanker"
5,52,1,2,1,0.53486,30,1,"Flanker"
5,53,2,1,1,0.43761,30,1,"Flanker"
5,54,1,0,1,0.49788,30,1,"Flanker"
5,55,2,0,1,0.53547,30,1,"Flanker"
5,56,1,1,1,0.52795,30,1,"Flanker"
5,57,1,0,1,0.5415,30,1,"Flanker"
5,58,2,1,1,0.47877,30,1,"Flanker"
5,59,2,2,1,0.52417,30,1,"Flanker"
5,60,1,0,1,0.50633,30,1,"Flanker"
5,61,1,0,1,0.5283,30,1,"Flanker"
5,62,1,2,1,0.51316,30,1,"Flanker"
5,63,2,1,1,0.49583,30,1,"Flanker"
5,64,1,0,1,0.60665,30,1,"Flanker"
5,65,2,0,1,0.48604,30,1,"Flanker"
5,66,2,0,1,0.64553,30,1,"Flanker"
5,67,1,0,1,0.62138,30,1,"Flanker"
5,68,1,0,1,0.38388,30,1,"Flanker"
5,69,1,2,1,0.59576,30,1,"Flanker"
5,70,2,2,1,0.51451,30,1,"Flanker"
5,71,2,2,1,0.3949,30,1,"Flanker"
5,72,2,0,1,0.49389,30,1,"Flanker"
5,73,2,0,1,0.41317,30,1,"Flanker"
5,74,1,2,1,0.45019,30,1,"Flanker"
5,75,2,2,1,0.50987,30,1,"Flanker"
5,76,1,1,1,0.56549,30,1,"Flanker"
5,77,2,2,1,0.5275,30,1,"Flanker"
5,78,1,1,1,0.50868,30,1,"Flanker"
5,79,2,0,1,0.49132,30,1,"Flanker"
5,80,2,1,1,0.46557,30,1,"Flanker"
5,81,1,0,1,0.47061,30,1,"Flanker"
5,82,1,1,1,0.41304,30,1,"Flanker"
5,83,2,2,0,0.5132,30,1,"Flanker"
5,84,1,0,1,0.58446,30,1,"Flanker"
5,85,2,2,1,0.75191,30,1,"Flanker"
5,86,2,1,1,0.46035,30,1,"Flanker"
5,87,2,1,1,0.50503,30,1,"Flanker"
5,88,1,0,1,0.5042,30,1,"Flanker"
5,89,1,1,1,0.48824,30,1,"Flanker"
5,90,1,0,1,0.50122,30,1,"Flanker"
5,91,1,2,1,0.49062,30,1,"Flanker"
5,92,1,2,1,0.49707,30,1,"Flanker"
5,93,2,2,1,0.54398,30,1,"Flanker"
5,94,1,2,1,0.55245,30,1,"Flanker"
5,95,2,2,1,0.48764,30,1,"Flanker"
5,96,2,1,1,0.51209,30,1,"Flanker"
5,97,1,2,1,0.53237,30,1,"Flanker"
5,98,2,1,0,0.42695,30,1,"Flanker"
5,99,1,2,1,0.60079,30,1,"Flanker"
5,100,2,2,1,0.59316,30,1,"Flanker"
5,101,2,1,1,0.57687,30,1,"Flanker"
5,102,2,1,1,0.45703,30,1,"Flanker"
5,103,1,1,1,0.47067,30,1,"Flanker"
5,104,1,2,1,0.56366,30,1,"Flanker"
5,105,2,2,1,0.67558,30,1,"Flanker"
5,106,2,0,1,0.43197,30,1,"Flanker"
5,107,2,2,1,0.52303,30,1,"Flanker"
5,108,1,0,1,0.64525,30,1,"Flanker"
5,109,2,1,1,0.5093,30,1,"Flanker"
5,110,2,1,1,0.45103,30,1,"Flanker"
5,111,1,0,1,0.53907,30,1,"Flanker"
5,112,2,0,1,0.4579,30,1,"Flanker"
5,113,1,2,1,0.78241,30,1,"Flanker"
5,114,1,1,1,0.41924,30,1,"Flanker"
5,115,1,1,1,0.50454,30,1,"Flanker"
5,116,1,2,1,0.47723,30,1,"Flanker"
5,117,2,1,1,0.60527,30,1,"Flanker"
5,118,1,0,1,0.5168,30,1,"Flanker"
5,119,2,0,1,0.49973,30,1,"Flanker"
5,120,1,2,1,0.58612,30,1,"Flanker"
5,121,1,1,1,0.5571,30,1,"Flanker"
5,122,1,1,1,0.44912,30,1,"Flanker"
5,123,1,1,1,0.37581,30,1,"Flanker"
5,124,2,2,1,0.53987,30,1,"Flanker"
5,125,2,2,0,0.44993,30,1,"Flanker"
5,126,1,2,1,0.50306,30,1,"Flanker"
5,127,1,2,1,0.42903,30,1,"Flanker"
5,128,1,1,1,0.37024,30,1,"Flanker"
5,129,2,1,1,0.50234,30,1,"Flanker"
5,130,1,0,1,0.56571,30,1,"Flanker"
5,131,2,1,0,0.59831,30,1,"Flanker"
5,132,1,1,1,0.63846,30,1,"Flanker"
5,133,1,1,1,0.57397,30,1,"Flanker"
5,134,1,2,1,0.54956,30,1,"Flanker"
5,135,1,1,1,0.4396,30,1,"Flanker"
5,136,2,0,1,0.47612,30,1,"Flanker"
5,137,1,2,1,0.57629,30,1,"Flanker"
5,138,2,1,1,0.42683,30,1,"Flanker"
5,139,1,0,1,0.46103,30,1,"Flanker"
5,140,2,2,1,0.47402,30,1,"Flanker"
5,141,2,2,1,0.46751,30,1,"Flanker"
5,142,1,1,1,0.45513,30,1,"Flanker"
5,143,1,2,1,0.58264,30,1,"Flanker"
5,144,1,0,1,0.47065,30,1,"Flanker"
1,1,2,1,1,0.60665,30,2,"Flanker"
1,2,2,0,1,0.37394,30,2,"Flanker"
1,3,1,1,1,0.42121,30,2,"Flanker"
1,4,1,2,0,0.42248,30,2,"Flanker"
1,5,2,0,1,0.49912,30,2,"Flanker"
1,6,1,0,1,0.43347,30,2,"Flanker"
1,7,2,0,1,0.43009,30,2,"Flanker"
1,8,1,2,1,0.48369,30,2,"Flanker"
1,9,2,1,1,0.4893,30,2,"Flanker"
1,10,2,2,1,0.46222,30,2,"Flanker"
1,11,1,1,1,0.44411,30,2,"Flanker"
1,12,1,0,1,0.37109,30,2,"Flanker"
1,13,2,2,1,0.46891,30,2,"Flanker"
1,14,1,1,1,0.4205,30,2,"Flanker"
1,15,2,1,1,0.44088,30,2,"Flanker"
1,16,2,2,1,0.39663,30,2,"Flanker"
1,17,2,2,1,0.36059,30,2,"Flanker"
1,18,2,0,1,0.49868,30,2,"Flanker"
1,19,1,1,1,0.44135,30,2,"Flanker"
1,20,2,1,0,0.37392,30,2,"Flanker"
1,21,1,1,1,0.46711,30,2,"Flanker"
1,22,1,0,1,0.4071,30,2,"Flanker"
1,23,2,2,1,0.48645,30,2,"Flanker"
1,24,2,1,1,0.34688,30,2,"Flanker"
1,25,2,2,1,0.48424,30,2,"Flanker"
1,26,2,0,1,0.37096,30,2,"Flanker"
1,27,2,2,1,0.40621,30,2,"Flanker"
1,28,1,1,1,0.52182,30,2,"Flanker"
1,29,2,1,1,0.44188,30,2,"Flanker"
1,30,2,2,1,0.38968,30,2,"Flanker"
1,31,1,2,1,0.44987,30,2,"Flanker"
1,32,1,2,1,0.49445,30,2,"Flanker"
1,33,2,2,1,0.45397,30,2,"Flanker"
1,34,2,0,1,0.46868,30,2,"Flanker"
1,35,2,0,1,0.33648,30,2,"Flanker"
1,36,1,1,1,0.51447,30,2,"Flanker"
1,37,1,1,1,0.34546,30,2,"Flanker"
1,38,2,0,1,0.49276,30,2,"Flanker"
1,39,2,0,1,0.30074,30,2,"Flanker"
1,40,1,0,1,0.68353,30,2,"Flanker"
1,41,1,1,1,0.3114,30,2,"Flanker"
1,42,2,0,0,0.30561,30,2,"Flanker"
1,43,1,1,1,0.46054,30,2,"Flanker"
1,44,1,2,1,0.37548,30,2,"Flanker"
1,45,1,1,1,0.35555,30,2,"Flanker"
1,46,2,1,1,0.42388,30,2,"Flanker"
1,47,1,0,1,0.50025,30,2,"Flanker"
1,48,1,0,1,0.33055,30,2,"Flanker"
1,49,1,2,1,0.3882,30,2,"Flanker"
1,50,1,1,1,0.43222,30,2,"Flanker"
1,51,2,1,1,0.4681,30,2,"Flanker"
1,52,2,2,1,0.77144,30,2,"Flanker"
1,53,2,0,1,0.35928,30,2,"Flanker"
1,54,1,1,0,0.33785,30,2,"Flanker"
1,55,1,2,1,0.55787,30,2,"Flanker"
1,56,2,2,1,0.45994,30,2,"Flanker"
1,57,2,2,1,0.32982,30,2,"Flanker"
1,58,1,1,1,0.43705,30,2,"Flanker"
1,59,1,2,1,0.53657,30,2,"Flanker"
1,60,1,0,1,0.39465,30,2,"Flanker"
1,61,2,2,1,0.45969,30,2,"Flanker"
1,62,1,2,1,0.4658,30,2,"Flanker"
1,63,1,0,1,0.45541,30,2,"Flanker"
1,64,1,0,1,0.42093,30,2,"Flanker"
1,65,2,1,1,0.53846,30,2,"Flanker"
1,66,1,2,0,0.40107,30,2,"Flanker"
1,67,2,1,1,0.40503,30,2,"Flanker"
1,68,2,1,1,0.39279,30,2,"Flanker"
1,69,1,0,1,0.4366,30,2,"Flanker"
1,70,2,1,1,0.45074,30,2,"Flanker"
1,71,2,1,1,0.33589,30,2,"Flanker"
1,72,2,0,1,0.35449,30,2,"Flanker"
1,73,1,0,1,0.43963,30,2,"Flanker"
1,74,1,1,1,0.39302,30,2,"Flanker"
1,75,2,2,1,0.5082,30,2,"Flanker"
1,76,2,2,1,0.22783,30,2,"Flanker"
1,77,2,0,1,0.35557,30,2,"Flanker"
1,78,1,1,1,0.47808,30,2,"Flanker"
1,79,2,0,1,0.46087,30,2,"Flanker"
1,80,2,1,1,0.36253,30,2,"Flanker"
1,81,1,1,0,0.53377,30,2,"Flanker"
1,82,2,2,1,0.46765,30,2,"Flanker"
1,83,1,2,1,0.43498,30,2,"Flanker"
1,84,1,2,1,0.39335,30,2,"Flanker"
1,85,1,0,1,0.34695,30,2,"Flanker"
1,86,1,1,1,0.34907,30,2,"Flanker"
1,87,2,2,1,0.48909,30,2,"Flanker"
1,88,2,0,1,0.39145,30,2,"Flanker"
1,89,2,0,1,0.34803,30,2,"Flanker"
1,90,1,2,0,0.30326,30,2,"Flanker"
1,91,1,2,1,0.64734,30,2,"Flanker"
1,92,2,1,1,0.40322,30,2,"Flanker"
1,93,2,1,1,0.39658,30,2,"Flanker"
1,94,1,2,1,0.40096,30,2,"Flanker"
1,95,1,0,1,0.32428,30,2,"Flanker"
1,96,1,0,1,0.35829,30,2,"Flanker"
1,97,2,0,0,0.426,30,2,"Flanker"
1,98,1,1,1,0.48674,30,2,"Flanker"
1,99,2,0,1,0.43699,30,2,"Flanker"
1,100,2,1,1,0.37109,30,2,"Flanker"
1,101,2,1,1,0.35849,30,2,"Flanker"
1,102,1,0,1,0.46545,30,2,"Flanker"
1,103,2,0,1,0.42959,30,2,"Flanker"
1,104,1,1,1,0.42659,30,2,"Flanker"
1,105,2,2,1,0.43855,30,2,"Flanker"
1,106,1,1,1,0.35694,30,2,"Flanker"
1,107,1,2,1,0.43171,30,2,"Flanker"
1,108,2,1,1,0.44387,30,2,"Flanker"
1,109,1,2,1,0.43428,30,2,"Flanker"
1,110,1,1,1,0.48526,30,2,"Flanker"
1,111,1,0,1,0.3166,30,2,"Flanker"
1,112,2,0,1,0.49322,30,2,"Flanker"
1,113,2,1,1,0.3558,30,2,"Flanker"
1,114,2,2,1,0.49502,30,2,"Flanker"
1,115,2,0,1,0.37221,30,2,"Flanker"
1,116,2,2,1,0.30516,30,2,"Flanker"
1,117,2,0,1,0.30711,30,2,"Flanker"
1,118,2,0,1,0.349,30,2,"Flanker"
1,119,1,0,1,0.51263,30,2,"Flanker"
1,120,1,0,1,0.39808,30,2,"Flanker"
1,121,2,0,1,0.63558,30,2,"Flanker"
1,122,1,2,1,0.41988,30,2,"Flanker"
1,123,1,1,1,0.35449,30,2,"Flanker"
1,124,1,2,1,0.47491,30,2,"Flanker"
1,125,1,2,1,0.29785,30,2,"Flanker"
1,126,2,2,1,0.45212,30,2,"Flanker"
1,127,1,0,1,0.42421,30,2,"Flanker"
1,128,2,1,1,0.42801,30,2,"Flanker"
1,129,1,0,1,0.40241,30,2,"Flanker"
1,130,2,2,1,0.44665,30,2,"Flanker"
1,131,1,2,1,0.41046,30,2,"Flanker"
1,132,1,0,1,0.38276,30,2,"Flanker"
1,133,2,1,1,0.47488,30,2,"Flanker"
1,134,1,0,1,0.45049,30,2,"Flanker"
1,135,2,1,1,0.47063,30,2,"Flanker"
1,136,1,2,1,0.43607,30,2,"Flanker"
1,137,2,2,1,0.42398,30,2,"Flanker"
1,138,1,2,1,0.414,30,2,"Flanker"
1,139,1,0,1,0.36283,30,2,"Flanker"
1,140,1,0,1,0.33433,30,2,"Flanker"
1,141,2,1,0,0.3128,30,2,"Flanker"
1,142,1,1,1,0.4414,30,2,"Flanker"
1,143,1,2,1,0.34211,30,2,"Flanker"
1,144,2,2,1,0.40116,30,2,"Flanker"
2,1,2,2,1,0.63593,30,2,"Flanker"
2,2,2,0,1,0.34144,30,2,"Flanker"
2,3,2,2,1,0.29785,30,2,"Flanker"
2,4,2,1,1,0.33004,30,2,"Flanker"
2,5,2,0,1,0.29359,30,2,"Flanker"
2,6,2,1,1,0.31667,30,2,"Flanker"
2,7,2,1,1,0.30359,30,2,"Flanker"
2,8,2,0,1,0.28145,30,2,"Flanker"
2,9,1,1,0,0.2594,30,2,"Flanker"
2,10,2,1,1,0.42822,30,2,"Flanker"
2,11,2,0,1,0.32022,30,2,"Flanker"
2,12,1,0,1,0.50754,30,2,"Flanker"
2,13,2,1,0,0.47406,30,2,"Flanker"
2,14,2,0,1,0.42257,30,2,"Flanker"
2,15,1,2,1,0.51614,30,2,"Flanker"
2,16,1,0,1,0.40122,30,2,"Flanker"
2,17,2,1,1,0.42235,30,2,"Flanker"
2,18,2,1,1,0.28563,30,2,"Flanker"
2,19,1,2,1,0.48669,30,2,"Flanker"
2,20,1,2,1,0.30472,30,2,"Flanker"
2,21,2,1,1,0.42732,30,2,"Flanker"
2,22,1,1,1,0.4489,30,2,"Flanker"
2,23,2,2,1,0.39665,30,2,"Flanker"
2,24,1,0,1,0.41677,30,2,"Flanker"
2,25,2,2,1,0.4295,30,2,"Flanker"
2,26,2,1,1,0.3386,30,2,"Flanker"
2,27,1,0,1,0.40455,30,2,"Flanker"
2,28,2,2,1,0.51481,30,2,"Flanker"
2,29,1,0,1,0.43137,30,2,"Flanker"
2,30,1,0,1,0.30805,30,2,"Flanker"
2,31,2,0,1,0.41592,30,2,"Flanker"
2,32,1,2,1,0.45928,30,2,"Flanker"
2,33,2,0,1,0.43535,30,2,"Flanker"
2,34,1,1,1,0.4224,30,2,"Flanker"
2,35,1,2,0,0.44374,30,2,"Flanker"
2,36,2,1,1,0.52655,30,2,"Flanker"
2,37,1,2,0,0.63103,30,2,"Flanker"
2,38,1,1,1,0.50424,30,2,"Flanker"
2,39,2,1,1,0.60701,30,2,"Flanker"
2,40,2,0,1,0.43216,30,2,"Flanker"
2,41,1,1,1,0.46807,30,2,"Flanker"
2,42,1,1,1,0.60267,30,2,"Flanker"
2,43,2,0,1,0.47374,30,2,"Flanker"
2,44,2,2,1,0.44821,30,2,"Flanker"
2,45,2,1,1,0.33414,30,2,"Flanker"
2,46,2,2,1,0.32037,30,2,"Flanker"
2,47,1,0,1,0.44333,30,2,"Flanker"
2,48,2,2,1,0.62325,30,2,"Flanker"
2,49,1,2,1,0.42576,30,2,"Flanker"
2,50,2,2,1,0.62932,30,2,"Flanker"
2,51,2,2,1,0.44668,30,2,"Flanker"
2,52,2,0,1,0.29948,30,2,"Flanker"
2,53,2,1,1,0.32456,30,2,"Flanker"
2,54,2,1,1,0.35917,30,2,"Flanker"
2,55,2,2,1,0.54634,30,2,"Flanker"
2,56,2,1,1,0.35498,30,2,"Flanker"
2,57,2,0,1,0.39782,30,2,"Flanker"
2,58,1,2,1,0.48145,30,2,"Flanker"
2,59,1,2,1,0.568,30,2,"Flanker"
2,60,2,0,1,0.44819,30,2,"Flanker"
2,61,1,0,1,0.43612,30,2,"Flanker"
2,62,2,2,1,0.45659,30,2,"Flanker"
2,63,2,2,1,0.42232,30,2,"Flanker"
2,64,1,2,1,0.47429,30,2,"Flanker"
2,65,2,0,1,0.55315,30,2,"Flanker"
2,66,1,1,0,0.32793,30,2,"Flanker"
2,67,1,0,1,0.61226,30,2,"Flanker"
2,68,1,1,1,0.41187,30,2,"Flanker"
2,69,2,0,1,0.4489,30,2,"Flanker"
2,70,2,2,1,0.51128,30,2,"Flanker"
2,71,2,1,1,0.3323,30,2,"Flanker"
2,72,1,1,1,0.45473,30,2,"Flanker"
2,73,1,1,1,0.42805,30,2,"Flanker"
2,74,2,0,1,0.40789,30,2,"Flanker"
2,75,1,1,1,0.46106,30,2,"Flanker"
2,76,1,2,1,0.47544,30,2,"Flanker"
2,77,1,2,1,0.5285,30,2,"Flanker"
2,78,2,2,1,0.46317,30,2,"Flanker"
2,79,1,2,1,0.49273,30,2,"Flanker"
2,80,1,0,1,0.29886,30,2,"Flanker"
2,81,1,2,1,0.39699,30,2,"Flanker"
2,82,2,1,0,0.31269,30,2,"Flanker"
2,83,1,2,1,0.41163,30,2,"Flanker"
2,84,1,0,1,0.37404,30,2,"Flanker"
2,85,1,1,1,0.3396,30,2,"Flanker"
2,86,1,0,1,0.34073,30,2,"Flanker"
2,87,2,2,1,0.44871,30,2,"Flanker"
2,88,1,1,1,0.429,30,2,"Flanker"
2,89,1,1,1,0.38587,30,2,"Flanker"
2,90,1,0,1,0.29439,30,2,"Flanker"
2,91,1,1,1,0.30468,30,2,"Flanker"
2,92,2,0,1,0.44992,30,2,"Flanker"
2,93,1,2,1,0.42395,30,2,"Flanker"
2,94,2,0,1,0.46925,30,2,"Flanker"
2,95,1,0,1,0.44727,30,2,"Flanker"
2,96,2,1,1,0.42124,30,2,"Flanker"
2,97,1,0,1,0.33688,30,2,"Flanker"
2,98,1,2,1,0.476,30,2,"Flanker"
2,99,1,1,1,0.316,30,2,"Flanker"
2,100,1,0,1,0.35718,30,2,"Flanker"
2,101,2,1,1,0.53494,30,2,"Flanker"
2,102,2,2,0,0.43174,30,2,"Flanker"
2,103,2,1,1,0.40419,30,2,"Flanker"
2,104,2,0,1,0.39141,30,2,"Flanker"
2,105,2,2,1,0.3329,30,2,"Flanker"
2,106,2,1,1,0.30235,30,2,"Flanker"
2,107,1,2,0,0.304,30,2,"Flanker"
2,108,1,2,0,0.40995,30,2,"Flanker"
2,109,2,2,1,0.49386,30,2,"Flanker"
2,110,1,0,1,0.42934,30,2,"Flanker"
2,111,1,1,1,0.39347,30,2,"Flanker"
2,112,2,0,0,0.35581,30,2,"Flanker"
2,113,1,2,1,0.45495,30,2,"Flanker"
2,114,2,1,1,0.59766,30,2,"Flanker"
2,115,1,1,1,0.4209,30,2,"Flanker"
2,116,2,2,1,0.30505,30,2,"Flanker"
2,117,1,2,0,0.49121,30,2,"Flanker"
2,118,2,0,1,0.37761,30,2,"Flanker"
2,119,1,0,1,0.39818,30,2,"Flanker"
2,120,2,2,1,0.45835,30,2,"Flanker"
2,121,1,2,1,0.47961,30,2,"Flanker"
2,122,2,2,1,0.39611,30,2,"Flanker"
2,123,1,2,1,0.32979,30,2,"Flanker"
2,124,2,1,1,0.42737,30,2,"Flanker"
2,125,1,1,1,0.36827,30,2,"Flanker"
2,126,2,0,1,0.40599,30,2,"Flanker"
2,127,1,1,1,0.36934,30,2,"Flanker"
2,128,1,1,0,0.33907,30,2,"Flanker"
2,129,1,2,1,0.72647,30,2,"Flanker"
2,130,1,0,1,0.40056,30,2,"Flanker"
2,131,1,1,1,0.33353,30,2,"Flanker"
2,132,1,1,1,0.34433,30,2,"Flanker"
2,133,1,0,1,0.31532,30,2,"Flanker"
2,134,2,1,1,0.43569,30,2,"Flanker"
2,135,2,0,1,0.28986,30,2,"Flanker"
2,136,2,2,1,0.33955,30,2,"Flanker"
2,137,1,0,1,0.49468,30,2,"Flanker"
2,138,1,1,1,0.33117,30,2,"Flanker"
2,139,2,0,1,0.54531,30,2,"Flanker"
2,140,1,0,1,0.46453,30,2,"Flanker"
2,141,2,0,0,0.29273,30,2,"Flanker"
2,142,1,0,1,0.46138,30,2,"Flanker"
2,143,1,0,1,0.33955,30,2,"Flanker"
2,144,2,2,1,0.48544,30,2,"Flanker"
3,1,1,0,1,0.54408,30,2,"Flanker"
3,2,1,0,1,0.36679,30,2,"Flanker"
3,3,2,2,1,0.40956,30,2,"Flanker"
3,4,1,0,1,0.41408,30,2,"Flanker"
3,5,1,1,1,0.30646,30,2,"Flanker"
3,6,1,1,1,0.29291,30,2,"Flanker"
3,7,1,2,1,0.27696,30,2,"Flanker"
3,8,2,2,1,0.45419,30,2,"Flanker"
3,9,2,1,1,0.34831,30,2,"Flanker"
3,10,2,2,1,0.26369,30,2,"Flanker"
3,11,1,1,1,0.49747,30,2,"Flanker"
3,12,1,0,1,0.28434,30,2,"Flanker"
3,13,2,0,0,0.25591,30,2,"Flanker"
3,14,2,1,1,0.41626,30,2,"Flanker"
3,15,2,1,1,0.31542,30,2,"Flanker"
3,16,1,2,1,0.43832,30,2,"Flanker"
3,17,2,1,1,0.42673,30,2,"Flanker"
3,18,1,0,1,0.35188,30,2,"Flanker"
3,19,2,1,0,0.34531,30,2,"Flanker"
3,20,1,2,1,0.39778,30,2,"Flanker"
3,21,2,1,1,0.41627,30,2,"Flanker"
3,22,1,0,1,0.33503,30,2,"Flanker"
3,23,2,2,1,0.32788,30,2,"Flanker"
3,24,1,1,1,0.29753,30,2,"Flanker"
3,25,2,2,1,0.30787,30,2,"Flanker"
3,26,1,1,1,0.25625,30,2,"Flanker"
3,27,1,1,0,0.22124,30,2,"Flanker"
3,28,2,0,1,0.45293,30,2,"Flanker"
3,29,1,1,1,0.50018,30,2,"Flanker"
3,30,2,2,1,0.40172,30,2,"Flanker"
3,31,1,2,1,0.24561,30,2,"Flanker"
3,32,2,1,1,0.30113,30,2,"Flanker"
3,33,1,1,1,0.29462,30,2,"Flanker"
3,34,2,1,1,0.23223,30,2,"Flanker"
3,35,2,2,0,0.26564,30,2,"Flanker"
3,36,1,2,1,0.43451,30,2,"Flanker"
3,37,2,0,1,0.40686,30,2,"Flanker"
3,38,2,0,1,0.4196,30,2,"Flanker"
3,39,2,2,1,0.32989,30,2,"Flanker"
3,40,1,1,0,0.29859,30,2,"Flanker"
3,41,1,1,1,0.49199,30,2,"Flanker"
3,42,2,0,1,0.44235,30,2,"Flanker"
3,43,1,2,1,0.35932,30,2,"Flanker"
3,44,1,1,1,0.36412,30,2,"Flanker"
3,45,1,1,1,0.35734,30,2,"Flanker"
3,46,1,0,1,0.32973,30,2,"Flanker"
3,47,2,2,1,0.46522,30,2,"Flanker"
3,48,1,0,0,0.25481,30,2,"Flanker"
3,49,2,2,1,0.44713,30,2,"Flanker"
3,50,1,0,1,0.41214,30,2,"Flanker"
3,51,2,1,1,0.45057,30,2,"Flanker"
3,52,1,1,1,0.38359,30,2,"Flanker"
3,53,1,2,1,0.34781,30,2,"Flanker"
3,54,1,2,1,0.30996,30,2,"Flanker"
3,55,2,0,0,0.31054,30,2,"Flanker"
3,56,1,0,1,0.41661,30,2,"Flanker"
3,57,2,0,1,0.4057,30,2,"Flanker"
